通知人,标题,日期,链接,是否存在附件,附件下载次数
教学运行,福州大学关于印发授予普通全日制学生学士学位工作细则的通知,"
2024-12-31
         ",https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1036&wbnewsid=13842,False,
教材中心,关于开展2025年拟出版本科教材审核工作的通知,"
2024-12-31
         ",https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1042&wbnewsid=13840,True,29
实践科,关于对2024年学院教学有关数据进行统计的通知,"
2024-12-30
         ",https://jwch.fzu.edu.cn/info/1039/13836.htm,True,755
实践科,关于举办福州大学第十一届桥梁设计大赛的通知,"
2024-12-30
         ",https://jwch.fzu.edu.cn/info/1039/13834.htm,True,759
教学运行,关于2024-2025学年第一学期《大学物理A（下）》和《大学物理B（下）》课程期末考试安排的通知,"
2024-12-29
         ",https://jwch.fzu.edu.cn/info/1036/13833.htm,True,507
教学运行,关于2024-2025学年第一学期《高等数学A（上）》、《高等数学B（上）》、《高等数学C（上）》和《高等数学D》课程期末考试安排的通知,"
2024-12-29
         ",https://jwch.fzu.edu.cn/info/1036/13831.htm,True,747
教学运行,关于做好期末复习考试及下学期开学等工作的通知,"
2024-12-27
         ",https://jwch.fzu.edu.cn/info/1036/13820.htm,False,
教材中心,关于开展本科教材工作自查的通知,"
2024-12-25
         ",https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1042&wbnewsid=13819,True,180
教学运行,关于2024-2025学年第一学期《工程制图C（上）》、《工程制图D》和《工程制图F》课程期末考试安排的通知,"
2024-12-25
         ",https://jwch.fzu.edu.cn/info/1036/13815.htm,True,588
教学运行,关于2024-2025学年第一学期《大学英语（二）》课程期末考试安排的通知,"
2024-12-25
         ",https://jwch.fzu.edu.cn/info/1036/13814.htm,True,554
教学运行,关于2024-2025学年第一学期《大学英语（一）》和《大学英语（三）》课程期末考试安排的通知,"
2024-12-25
         ",https://jwch.fzu.edu.cn/info/1036/13813.htm,True,422
教学运行,关于2025年元旦放假课程调整的通知,"
2024-12-25
         ",https://jwch.fzu.edu.cn/info/1036/13812.htm,False,
质量办,关于举办福州大学第六十三场“教学有道”研讨活动的通知,"
2024-12-24
         ",https://jwch.fzu.edu.cn/info/1040/13810.htm,False,
实践科,关于公布2024年福州大学大学生工程实践与创新能力大赛获奖名单的通知,"
2024-12-24
         ",https://jwch.fzu.edu.cn/info/1039/13808.htm,False,
教学运行,关于2024-2025学年第一学期《思想道德与法治》课程期末考试安排的通知,"
2024-12-24
         ",https://jwch.fzu.edu.cn/info/1036/13806.htm,True,1155
教学运行,关于2024-2025学年第一学期《线性代数》和《线性代数与解析几何》课程期末考试安排的通知,"
2024-12-24
         ",https://jwch.fzu.edu.cn/info/1036/13805.htm,True,483
教学运行,关于2024-2025学年第二学期本科生学期选课的通知,"
2024-12-23
         ",https://jwch.fzu.edu.cn/info/1036/13804.htm,False,
质量办,关于制定学院本科教学督导工作管理实施办法的通知,"
2024-12-18
         ",https://jwch.fzu.edu.cn/info/1040/13801.htm,True,577
质量办,关于上报学院本科教育教学质量保障2024年工作总结和2025年工作计划的通知,"
2024-12-18
         ",https://jwch.fzu.edu.cn/info/1040/13797.htm,False,
教学运行,关于2024-2025学年第一学期《中国近现代史纲要》课程期末考试安排的通知,"
2024-12-17
         ",https://jwch.fzu.edu.cn/info/1036/13796.htm,True,734
教学运行,关于2024-2025学年第一学期《大学英语（四）》课程期末考试安排的通知,"
2024-12-17
         ",https://jwch.fzu.edu.cn/info/1036/13795.htm,True,896
教学运行,关于2024-2025学年第一学期计算机语言类课程期末考试安排的通知,"
2024-12-13
         ",https://jwch.fzu.edu.cn/info/1036/13792.htm,True,592
教材中心,关于公布福州大学2024年本科数字教材建设立项项目的通知,"
2024-12-12
         ",https://jwch.fzu.edu.cn/info/1042/13837.htm,True,559
实践科,关于做好2025届本科生毕业设计（论文）工作的通知,"
2024-12-12
         ",https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=13791,True,4793
综合科,关于评选2024年优秀教学管理人员的通知,"
2024-12-12
         ",https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=13790,True,214
实践科,关于做好2024年省级以上大学生创新训练计划项目和第三十期本科生科研训练计划项目中期检查工作的通知,"
2024-12-09
         ",https://jwch.fzu.edu.cn/info/1039/13784.htm,True,1914
质量办,关于举办福州大学第六十二场“教学有道” 研讨活动的通知,"
2024-12-05
         ",https://jwch.fzu.edu.cn/info/1040/13783.htm,False,
教学运行,关于2024-2025学年第一学期《概率论与数理统计》课程期末考试安排的通知,"
2024-12-04
         ",https://jwch.fzu.edu.cn/info/1036/13780.htm,True,536
教学运行,关于2024-2025学年第一学期《马克思主义基本原理》和《毛泽东思想和中国特色社会主义理论体系概论》课程期末考试安排的通知,"
2024-12-03
         ",https://jwch.fzu.edu.cn/info/1036/13779.htm,True,521
实践科,关于举办第十五届全国大学生电子商务“三创赛”福州大学校赛的通知,"
2024-12-02
         ",https://jwch.fzu.edu.cn/info/1039/13778.htm,True,733
计划科,关于2024-2025学年第二学期修读辅修专业学生名单的公示,"
2024-12-02
         ",https://jwch.fzu.edu.cn/info/1038/13777.htm,False,
实践科,关于组织参加2025年美国大学生数学建模竞赛（MCM/ICM）通知,"
2024-11-29
         ",https://jwch.fzu.edu.cn/info/1039/13773.htm,False,
实践科,关于组织申报2024年高校双碳实践育人案例的通知,"
2024-11-28
         ",https://jwch.fzu.edu.cn/info/1039/13772.htm,True,754
质量办,关于举办福州大学第六十一场“教学有道” 研讨活动的通知,"
2024-11-26
         ",https://jwch.fzu.edu.cn/info/1040/13769.htm,False,
质量办,关于举办福州大学第六十场“教学有道”研讨活动的通知,"
2024-11-25
         ",https://jwch.fzu.edu.cn/info/1040/13768.htm,False,
教学运行,关于2024-2025学年第一学期《工程制图E》课程期末考试安排的通知,"
2024-11-22
         ",https://jwch.fzu.edu.cn/info/1036/13766.htm,True,523
教学运行,关于2024-2025学年第一学期《高等数学A（下）》课程期末考试安排的通知,"
2024-11-22
         ",https://jwch.fzu.edu.cn/info/1036/13765.htm,True,679
教材中心,关于开展2024年本科数字教材建设立项工作的通知,"
2024-11-21
         ",https://jwch.fzu.edu.cn/info/1042/13763.htm,True,874
实践科,关于公布第十六届蓝桥杯全国软件和信息技术专业人才大赛福州大学选拔赛获省赛参赛资格名单的通知,"
2024-11-19
         ",https://jwch.fzu.edu.cn/info/1039/13761.htm,True,2391
教材中心,关于做好2024-2025学年第二学期教材选用与征订工作的通知,"
2024-11-15
         ",https://jwch.fzu.edu.cn/info/1042/13760.htm,True,758
综合科,关于2024-2025学年第一学期再次开放本科生学生证补办及火车票优惠区间更改的通知,"
2024-11-15
         ",https://jwch.fzu.edu.cn/info/1035/13759.htm,False,
质量办,关于举办福州大学第五十九场“教学有道” 研讨活动的通知,"
2024-11-14
         ",https://jwch.fzu.edu.cn/info/1040/13758.htm,False,
实践科,关于公布2024年福州大学第十八届本科生数学建模竞赛获奖名单的通知,"
2024-11-13
         ",https://jwch.fzu.edu.cn/info/1039/13754.htm,True,3256
教学运行,关于2024-2025学年第一学期《习近平新时代中国特色社会主义思想概论》课程期末考试安排的通知,"
2024-11-12
         ",https://jwch.fzu.edu.cn/info/1036/13752.htm,True,647
计划科,关于组织申报2024-2025学年第二学期通识教育选修课的通知,"
2024-11-11
         ",https://jwch.fzu.edu.cn/info/1038/13750.htm,False,
教材中心,关于举办福州大学第五十八场“教学有道”研讨活动暨数字教材建设专题研讨会的通知,"
2024-11-11
         ",https://jwch.fzu.edu.cn/info/1042/13749.htm,False,
教学运行,关于公布2024学年各学院转专业实施细则的通知,"
2024-11-08
         ",https://jwch.fzu.edu.cn/info/1036/13748.htm,True,8162
教学运行,关于2024-2025学年第一学期《线性代数》和《线性代数与解析几何》课程半期考试安排的通知,"
2024-11-07
         ",https://jwch.fzu.edu.cn/info/1036/13746.htm,True,706
教研教改,关于开展2024年度教育部产学合作协同育人项目结题验收工作的通知,"
2024-11-05
         ",https://jwch.fzu.edu.cn/info/1037/13743.htm,False,
计划科,关于2024-2025学年第一学期在校学生申请辅修专业的通知,"
2024-11-01
         ",https://jwch.fzu.edu.cn/info/1038/13741.htm,False,
教学运行,关于2024-2025学年第一学期《高等数学A（上）》、《高等数学B（上）》、《高等数学C（上）》、《高等数学D》课程半期考试安排的通知,"
2024-10-29
         ",https://jwch.fzu.edu.cn/info/1036/13739.htm,True,1843
质量办,关于期中党政领导集中听课的通知,"
2024-10-28
         ",https://jwch.fzu.edu.cn/info/1040/13738.htm,True,678
教学运行,关于做好2024学年本科生转专业工作的通知,"
2024-10-23
         ",https://jwch.fzu.edu.cn/info/1036/13733.htm,False,
教材中心,关于进一步加强马克思主义理论研究和建设工程重点教材选用工作的通知,"
2024-10-21
         ",https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1042&wbnewsid=13729,True,50
质量办,关于举办2024年教师教学创新大赛培训会暨第五十七场“教学有道”研讨活动的通知,"
2024-10-21
         ",https://jwch.fzu.edu.cn/info/1040/13728.htm,False,
教学运行,关于做好2025届预计毕业生电子注册图像采集工作的通知,"
2024-10-21
         ",https://jwch.fzu.edu.cn/info/1036/13727.htm,True,1162
教学运行,关于2024-2025学年第一学期《大学物理A（下）》、《大学物理B（下）》课程半期考试安排的通知,"
2024-10-18
         ",https://jwch.fzu.edu.cn/info/1036/13725.htm,True,771
质量办,关于2024年新上岗教师教学达标培训班教师配备导师的通知,"
2024-10-16
         ",https://jwch.fzu.edu.cn/info/1040/13723.htm,True,1288
质量办,诚邀2019届毕业生参与培养目标达成和职业发展问卷调研,"
2024-10-15
         ",https://jwch.fzu.edu.cn/info/1040/13721.htm,False,
实践科,关于举办第十六届蓝桥杯全国软件和信息技术专业人才大赛福州大学选拔赛的通知,"
2024-10-15
         ",https://jwch.fzu.edu.cn/info/1039/13720.htm,False,
质量办,关于举办福州大学第五十六场“教学有道”研讨活动的通知,"
2024-10-15
         ",https://jwch.fzu.edu.cn/info/1040/13719.htm,False,
计划科,关于全校性通识教育选修课《爱课程：管理沟通》学习的重要提示,"
2024-10-14
         ",https://jwch.fzu.edu.cn/info/1038/13717.htm,False,
教学运行,关于2024-2025学年第一学期《概率论与数理统计》课程半期考试安排的通知,"
2024-10-12
         ",https://jwch.fzu.edu.cn/info/1036/13716.htm,True,570
教学运行,关于填报课程学生出勤率信息的通知,"
2024-10-11
         ",https://jwch.fzu.edu.cn/info/1036/13715.htm,False,
教学运行,关于2024-2025学年第一学期《高等数学A（下）》课程半期考试安排的通知,"
2024-09-30
         ",https://jwch.fzu.edu.cn/info/1036/13705.htm,True,722
实践科,关于2024年高校教学基本状态数据库教学相关数据报送的通知,"
2024-09-29
         ",https://jwch.fzu.edu.cn/info/1039/13704.htm,True,770
质量办,关于开展福州大学2024年教师教学创新大赛的通知,"
2024-09-29
         ",https://jwch.fzu.edu.cn/info/1040/13703.htm,True,621
教学运行,关于组织2024级新生开展学籍信息自查工作的通知,"
2024-09-27
         ",https://jwch.fzu.edu.cn/info/1036/13701.htm,False,
实践科,关于举办2024年福州大学大学生工程实践与创新能力大赛暨2024年福建省大学生工程实践与创新能力大赛福州大学分区赛的通知,"
2024-09-27
         ",https://jwch.fzu.edu.cn/info/1039/13700.htm,True,1569
教材中心,关于举办福州大学第五十五场“教学有道”研讨活动的通知,"
2024-09-25
         ",https://jwch.fzu.edu.cn/info/1042/13697.htm,False,
教学运行,关于2024年国庆节放假课程调整的通知,"
2024-09-24
         ",https://jwch.fzu.edu.cn/info/1036/13696.htm,False,
计划科,关于通识教育选修课《国际化拔尖创新人才科研训练》宣讲会及选课的通知,"
2024-09-23
         ",https://jwch.fzu.edu.cn/info/1038/13695.htm,True,2217
计划科,关于组织2024级学生参加《大学生国家安全教育》课程学习的通知,"
2024-09-23
         ",https://jwch.fzu.edu.cn/info/1038/13693.htm,True,5102
计划科,关于公布《大学生国家安全教育》课程实施方案的通知,"
2024-09-23
         ",https://jwch.fzu.edu.cn/info/1038/13692.htm,False,
质量办,关于开展思政课教学专项检查的通知,"
2024-09-20
         ",https://jwch.fzu.edu.cn/info/1040/13689.htm,False,
教学运行,关于2024-2025学年第一学期2024级体育理论教室安排的通知,"
2024-09-20
         ",https://jwch.fzu.edu.cn/info/1036/13688.htm,False,
质量办,福州大学关于成立思政课教学指导组的通知,"
2024-09-20
         ",https://jwch.fzu.edu.cn/info/1040/13687.htm,False,
教学运行,关于做好2024-2025学年第二学期排课准备工作的通知,"
2024-09-19
         ",https://jwch.fzu.edu.cn/info/1036/13686.htm,False,
质量办,关于举办福州大学第五十四场“教学有道”研讨活动的通知,"
2024-09-14
         ",https://jwch.fzu.edu.cn/info/1040/13683.htm,False,
质量办,关于每学期开展常态化课程考核教学档案检查的通知,"
2024-09-14
         ",https://jwch.fzu.edu.cn/info/1040/13682.htm,True,784
计划科,关于2024-2025学年第一学期爱课程平台参加通识教育选修课学习的重要提示,"
2024-09-13
         ",https://jwch.fzu.edu.cn/info/1038/13681.htm,False,
教材中心,关于申请试用高等教育出版社“云创”数字教材创作编写平台的通知,"
2024-09-13
         ",https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1042&wbnewsid=13680,True,881
实践科,关于公布第二十八、二十九期本科生科研训练计划项目结题成绩的通知,"
2024-09-11
         ",https://jwch.fzu.edu.cn/info/1039/13677.htm,True,3618
实践科,关于公布省级以上大学生创新创业训练计划项目结题成绩的通知,"
2024-09-11
         ",https://jwch.fzu.edu.cn/info/1039/13676.htm,True,2199
教学运行,关于2024年中秋节放假课程调整的通知,"
2024-09-11
         ",https://jwch.fzu.edu.cn/info/1036/13675.htm,False,
