标题,日期,通知人,详细链接,附件1,下载次数1,链接码1,附件2,下载次数2,链接码2,附件3,下载次数3,链接码3,附件4,下载次数4,链接码4,附件5,下载次数5,链接码5,附件6,下载次数6,链接码6,附件7,下载次数7,链接码7,附件8,下载次数8,链接码8,附件9,下载次数9,链接码9
关于组织申报2025年度教育部大中小课程教材研究项目的通知,2025-06-06,教材中心,https://jwch.fzu.edu.cn/../info/1042/14105.htm,附件1.教育部办公厅关于组织申报2025年度教育部大中小学课程教材研究项目的通知.pdf,501,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16477964,附件2.教育部大中小学课程教材研究项目2025年度重大项目和重点项目选题指南.docx,196,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16477965,附件3.教育部大中小学课程教材研究项目2025年度申报书.docx,161,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16477966,附件4.2025年度教育部大中小学课程教材研究项目推荐汇总表.xlsx,130,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16477967,,,,,,,,,,,,,,,
关于上报学院院级本科教育教学相关规章制度的通知,2025-06-03,质量办,https://jwch.fzu.edu.cn/../info/1040/14098.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于上报学院院级本科教育教学相关规章制度的通知,2025-06-03,教学通知,https://jwch.fzu.edu.cn/../info/1012/14097.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于2024-2025学年第二学期《马克思主义基本原理》、《毛泽东思想和中国特色社会主义理论体系概论》和《思想道德与法治》课程期末考试安排的通知,2025-06-03,教学运行,https://jwch.fzu.edu.cn/../info/1036/14095.htm,2402德法随堂考.xlsx,237,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16230472,2402马原随堂考.xlsx,297,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16230473,2402毛概随堂考.xlsx,247,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16230471,,,,,,,,,,,,,,,,,,
关于公布第十一届桥梁设计大赛获奖名单的通知,2025-05-30,实践科,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14092,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于公布第九届网络信息安全竞赛获奖名单的通知,2025-05-30,实践科,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14091,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第七十一场“教学有道”研讨活动的通知,2025-05-29,质量办,https://jwch.fzu.edu.cn/../info/1040/14090.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
福州大学关于印发本科生转专业管理实施办法的通知,2025-05-28,教学运行,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1036&wbnewsid=14089,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于开展大学生校外实践教学基地抽检工作的通知,2025-05-28,实践科,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14086,附件1：福州大学大学生校外实践教学基地抽检名单一览表.xlsx,72,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16229485,附件2：福州大学大学生校外实践教学基地抽检汇总表.xlsx,48,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16229486,,,,,,,,,,,,,,,,,,,,,
关于2025年端午节放假课程调整的通知,2025-05-27,教学运行,https://jwch.fzu.edu.cn/../info/1036/14084.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于2024-2025学年第二学期《概率论与数理统计》课程期末考试安排的通知,2025-05-27,教学运行,https://jwch.fzu.edu.cn/../info/1036/14081.htm,2402概率-6.8下午.xlsx,221,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16228788,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第七十场“教学有道”暨第三期智慧教学课程平台与AI智慧教学工具培训的通知,2025-05-26,质量办,https://jwch.fzu.edu.cn/../info/1040/14076.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
福州大学关于修订印发《本科生毕业设计（论文）规范使用AI工具的规定》的通知,2025-05-22,实践科,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14075,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于2024-2025学年第二学期《工程制图C（下）》、《工程制图D》、《工程制图F》课程期末考试安排的通知,2025-05-22,教学运行,https://jwch.fzu.edu.cn/../info/1036/14072.htm,2402工程制图C（下）、D、F期末考-6.8上午.xlsx,284,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15786264,,,,,,,,,,,,,,,,,,,,,,,,
关于评选福州大学2025届本科生优秀毕业设计（论文）的通知,2025-05-21,实践科,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14070,附件1：福州大学本科生优秀毕业设计（论文）推荐汇总表.doc,303,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15786071,附件2：福州大学本科生优秀毕业设计（论文）申报表.doc,269,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15786070,附件3：福州大学本科生优秀毕业设计（论文）评审表.doc,299,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15786072,,,,,,,,,,,,,,,,,,
关于2024-2025学年第二学期再次开放本科生学生证补办和火车票优惠区间更改的通知,2025-05-20,综合科,https://jwch.fzu.edu.cn/../info/1035/14068.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于做好2025-2026学年第一学期教材选用与征订工作的通知,2025-05-16,教材中心,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1042&wbnewsid=14061,附件1：已出版马克思主义理论研究和建设工程重点教材目录（截至2025年2月，共计119种）.xlsx,67,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15785218,,,,,,,,,,,,,,,,,,,,,,,,
关于2024-2025学年第二学期《中国近现代史纲要》课程期末考试安排的通知,2025-05-15,教学运行,https://jwch.fzu.edu.cn/../info/1036/14060.htm,2402史纲随堂考.xlsx,445,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15785065,,,,,,,,,,,,,,,,,,,,,,,,
关于组织申报2025年本科生开放探索性实验项目（课程）的通知,2025-05-15,实践科,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14059,2025年开放探索性实验项目（课程）通知附件.zip,150,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15785063,,,,,,,,,,,,,,,,,,,,,,,,
关于开展2023年本科生开放探索性实验项目（课程）结题验收工作的通知,2025-05-15,实践科,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14058,2023年开放探索性实验项目（课程）结题验收通知附件.zip,159,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15785060,,,,,,,,,,,,,,,,,,,,,,,,
关于2024-2025学年第二学期2023级、2024级体育理论教室安排的通知,2025-05-14,教学运行,https://jwch.fzu.edu.cn/../info/1036/14055.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第六十九期“教学有道”研讨活动的通知,2025-05-14,质量办,https://jwch.fzu.edu.cn/../info/1040/14054.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于2024-2025学年第二学期《习近平新时代中国特色社会主义思想概论》课程期末考试安排的通知,2025-05-12,教学运行,https://jwch.fzu.edu.cn/../info/1036/14053.htm,2402习概随堂考.xlsx,310,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15784368,,,,,,,,,,,,,,,,,,,,,,,,
关于2024-2025学年第二学期计算机语言类课程期末考试安排的通知,2025-05-12,教学运行,https://jwch.fzu.edu.cn/../info/1036/14052.htm,2402计算机语言类期末考-5.24.xlsx,538,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15784367,,,,,,,,,,,,,,,,,,,,,,,,
关于2024-2025学年第二学期《线性代数》、《线性代数与解析几何》课程期末考试安排的通知,2025-05-12,教学运行,https://jwch.fzu.edu.cn/../info/1036/14051.htm,2402线性代数、线性代数与解析几何期末考-5.25下午.xlsx,334,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15784365,,,,,,,,,,,,,,,,,,,,,,,,
关于做好2023年、2024年本科生科研训练计划项目结题工作的通知,2025-05-12,实践科,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14050,附件1：国家级、省级项目结题表格.zip,617,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15784364,附件2：校级项目结题表格.zip,975,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15784363,,,,,,,,,,,,,,,,,,,,,
关于组织申报2025-2026学年第一学期通识教育选修课的通知,2025-05-12,计划科,https://jwch.fzu.edu.cn/../info/1038/14048.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于公布第十五届大学生节能减排社会实践与科技竞赛暨第十一届材料创新、设计及应用竞赛获奖名单的通知,2025-05-09,实践科,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14045,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于开展2025年度教师本科教学综合测评工作的通知,2025-05-09,质量办,https://jwch.fzu.edu.cn/../info/1040/14044.htm,附件1-7.docx,515,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15783740,,,,,,,,,,,,,,,,,,,,,,,,
关于开展2025年度教师本科教学综合测评工作的通知,2025-05-09,教学通知,https://jwch.fzu.edu.cn/../info/1012/14043.htm,关于开展2025年度教师本科教学综合测评工作的通知.doc,521,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15783736,,,,,,,,,,,,,,,,,,,,,,,,
福州大学关于公布2023级数理综合班 专业分流学生名单及学科导师名单的通知,2025-05-09,教研教改,https://jwch.fzu.edu.cn/../info/1037/14042.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025学年第二学期在校学生申请辅修专业的通知,2025-05-06,计划科,https://jwch.fzu.edu.cn/../info/1038/14038.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第六十八场“教学有道”暨第二期智慧教学课程平台与AI智慧教学工具培训的通知,2025-05-06,质量办,https://jwch.fzu.edu.cn/../info/1040/14037.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于举办2025年福州大学第二十五届数学竞赛暨第十七届全国大学生数学竞赛福建赛区选拔赛的通知,2025-04-30,实践科,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14034,附件3：福州大学第二十五届数学竞赛大纲.docx,1636,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15782623,,,,,,,,,,,,,,,,,,,,,,,,
关于公布2025年（总第三十一期）本科生科研训练计划立项项目的通知,2025-04-30,实践科,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14033,附件：福州大学2025年（总第三十一期）本科生科研训练计划立项项目汇总表.docx,3156,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15782627,,,,,,,,,,,,,,,,,,,,,,,,
关于期中党政领导集中听课的通知,2025-04-27,质量办,https://jwch.fzu.edu.cn/../info/1040/14032.htm,附件1：福州大学课堂教学质量评估表.doc,193,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15781690,附件2：第10-12周课表.xlsx,434,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15781691,,,,,,,,,,,,,,,,,,,,,
福州大学关于公布第二十二届程序设计竞赛获奖名单的通知,2025-04-24,实践科,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14020,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于开展2025届本科毕业设计（论文）抽检送审工作的通知,2025-04-24,实践科,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14018,附件1：福建省本科毕业论文（设计）抽检评议要素（试行）.docx,1890,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15781146,附件2：2025届福州大学本科毕业设计（论文）抽检情况汇总表.xls,2434,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15781147,,,,,,,,,,,,,,,,,,,,,
关于福州大学第六十八场“教学有道”研讨活动延期举行的通知,2025-04-24,质量办,https://jwch.fzu.edu.cn/../info/1040/14017.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于2025年劳动节放假课程调整的通知,2025-04-24,教学运行,https://jwch.fzu.edu.cn/../info/1036/14016.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于2024-2025学年第二学期《工程制图E》课程期末考试安排的通知,2025-04-23,教学运行,https://jwch.fzu.edu.cn/../info/1036/14012.htm,2402工程制图E期末考-5.18上午.xlsx,263,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15780905,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第六十八场“教学有道”研讨活动的通知,2025-04-23,质量办,https://jwch.fzu.edu.cn/../info/1040/14011.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于举办福州大学第九届网络信息安全竞赛的通知,2025-04-22,实践科,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14010,,,,,,,,,,,,,,,,,,,,,,,,,,,
关于组织申报2025年大学生劳动教育实践基地的通知,2025-04-22,实践科,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14008,附件：福州大学大学生劳动教育实践基地申报书.docx,172,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15780775,附件：福州大学大学生劳动教育实践基地申报汇总表.docx,127,https://jwch.fzu.edu.cn/stem/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15780881,,,,,,,,,,,,,,,,,,,,,
